N,p,prop_first,prop_second
17,0.5,0.4204152249134948,0.4844290657439446
17,0.5,0.2508650519031142,0.48961937716262977
18,0.5,0.41512345679012347,0.45524691358024694
18,0.5,0.3132716049382716,0.41203703703703703
18,0.5,0.27314814814814814,0.44290123456790126
18,0.5,0.38271604938271603,0.4212962962962963
18,0.5,0.25771604938271603,0.5123456790123457
19,0.5,0.44598337950138506,0.4806094182825485
19,0.5,0.44182825484764543,0.4515235457063712
19,0.5,0.3559556786703601,0.4265927977839335
19,0.5,0.3878116343490305,0.43351800554016623
19,0.5,0.34210526315789475,0.4903047091412742
20,0.5,0.36,0.53375
20,0.5,0.41375,0.46375
20,0.5,0.4075,0.4375
20,0.5,0.3675,0.38125
20,0.5,0.40125,0.51
21,0.5,0.3401360544217687,0.47052154195011336
21,0.5,0.3321995464852608,0.41156462585034015
21,0.5,0.30498866213151926,0.48412698412698413
21,0.5,0.3412698412698413,0.4126984126984127
21,0.5,0.23469387755102042,0.5
22,0.5,0.32644628099173556,0.44834710743801653
22,0.5,0.4225206611570248,0.4431818181818182
22,0.5,0.33264462809917356,0.4855371900826446
22,0.5,0.3047520661157025,0.46384297520661155
22,0.5,0.24173553719008264,0.4049586776859504
23,0.5,0.21172022684310018,0.4763705103969754
23,0.5,0.41965973534971646,0.42060491493383745
23,0.5,0.28638941398865786,0.3005671077504726
23,0.5,0.41871455576559546,0.4281663516068053
23,0.5,0.20132325141776938,0.4678638941398866
24,0.5,0.3697916666666667,0.4001736111111111
24,0.5,0.2942708333333333,0.4401041666666667
24,0.5,0.3715277777777778,0.4296875
24,0.5,0.3359375,0.3411458333333333
24,0.5,0.4071180555555556,0.4253472222222222
25,0.5,0.3712,0.5096
25,0.5,0.42,0.4272
25,0.5,0.3296,0.5104
25,0.5,0.3952,0.448
25,0.5,0.2208,0.4488
26,0.5,0.3128698224852071,0.45488165680473375
26,0.5,0.30547337278106507,0.3890532544378698
26,0.5,0.2906804733727811,0.4119822485207101
26,0.5,0.2507396449704142,0.3158284023668639
26,0.5,0.2655325443786982,0.4156804733727811
27,0.5,0.16803840877914952,0.4554183813443073
27,0.5,0.40329218106995884,0.40397805212620025
27,0.5,0.3052126200274348,0.4334705075445816
27,0.5,0.32030178326474623,0.41289437585733885
27,0.5,0.18244170096021947,0.21262002743484226
28,0.5,0.14732142857142858,0.4190051020408163
28,0.5,0.2940051020408163,0.4432397959183674
28,0.5,0.39987244897959184,0.4343112244897959
28,0.5,0.38966836734693877,0.4406887755102041
28,0.5,0.3093112244897959,0.399234693877551
29,0.5,0.2746730083234245,0.47443519619500596
29,0.5,0.24673008323424495,0.32282996432818073
29,0.5,0.3323424494649227,0.38525564803804996
29,0.5,0.32996432818073723,0.3590963139120095
29,0.5,0.43162901307966706,0.46313912009512487
30,0.5,0.33611111111111114,0.4738888888888889
30,0.5,0.18944444444444444,0.4477777777777778
30,0.5,0.24055555555555555,0.26555555555555554
30,0.5,0.26055555555555554,0.4022222222222222
30,0.5,0.305,0.33944444444444444
2,0.6,0.5,0.5
2,0.6,0.5,0.5
2,0.6,0.5,0.5
2,0.6,0.5,0.5
2,0.6,0.5,0.5
3,0.6,0.4444444444444444,0.5
3,0.6,0.4444444444444444,0.5555555555555556
3,0.6,0.3888888888888889,0.5555555555555556
3,0.6,0.3888888888888889,0.3888888888888889
3,0.6,0.4444444444444444,0.5555555555555556
4,0.6,0.4375,0.4375
4,0.6,0.46875,0.5625
4,0.6,0.40625,0.5625
4,0.6,0.46875,0.53125
4,0.6,0.40625,0.53125
5,0.6,0.46,0.54
5,0.6,0.44,0.44
5,0.6,0.42,0.48
5,0.6,0.3,0.68
5,0.6,0.4,0.56
6,0.6,0.375,0.5
6,0.6,0.3888888888888889,0.4583333333333333
6,0.6,0.4444444444444444,0.4861111111111111
6,0.6,0.5,0.7638888888888888
6,0.6,0.3611111111111111,0.4166666666666667
7,0.6,0.40816326530612246,0.46938775510204084
7,0.6,0.4387755102040816,0.4387755102040816
7,0.6,0.2857142857142857,0.5204081632653061
7,0.6,0.3877551020408163,0.4387755102040816
7,0.6,0.336734693877551,0.5612244897959183
8,0.6,0.4921875,0.5234375
8,0.6,0.40625,0.4765625
8,0.6,0.3359375,0.5
8,0.6,0.296875,0.3125
8,0.6,0.53125,0.53125
9,0.6,0.4444444444444444,0.5246913580246914
9,0.6,0.4567901234567901,0.47530864197530864
9,0.6,0.37037037037037035,0.47530864197530864
9,0.6,0.32098765432098764,0.47530864197530864
9,0.6,0.3888888888888889,0.5370370370370371
10,0.6,0.46,0.52
10,0.6,0.21,0.45
10,0.6,0.375,0.415
10,0.6,0.515,0.515
10,0.6,0.165,0.47
11,0.6,0.45867768595041325,0.5289256198347108
11,0.6,0.34710743801652894,0.4793388429752066
11,0.6,0.38016528925619836,0.5
11,0.6,0.4090909090909091,0.5165289256198347
11,0.6,0.4214876033057851,0.4256198347107438
12,0.6,0.3472222222222222,0.4895833333333333
12,0.6,0.3541666666666667,0.3680555555555556
12,0.6,0.34375,0.4305555555555556
12,0.6,0.2569444444444444,0.5208333333333334
12,0.6,0.4722222222222222,0.4965277777777778
13,0.6,0.3757396449704142,0.4289940828402367
13,0.6,0.4289940828402367,0.4467455621301775
13,0.6,0.4289940828402367,0.5207100591715976
13,0.6,0.40532544378698226,0.48520710059171596
13,0.6,0.39349112426035504,0.46449704142011833
14,0.6,0.2780612244897959,0.3137755102040816
14,0.6,0.4362244897959184,0.5153061224489796
14,0.6,0.48214285714285715,0.5153061224489796
14,0.6,0.45408163265306123,0.4846938775510204
14,0.6,0.3494897959183674,0.42346938775510207
15,0.6,0.4777777777777778,0.5288888888888889
15,0.6,0.3933333333333333,0.4711111111111111
15,0.6,0.35333333333333333,0.38
15,0.6,0.42444444444444446,0.42444444444444446
15,0.6,0.28888888888888886,0.4088888888888889
16,0.6,0.439453125,0.474609375
16,0.6,0.375,0.435546875
16,0.6,0.34375,0.419921875
16,0.6,0.24609375,0.44140625
16,0.6,0.302734375,0.306640625
17,0.6,0.370242214532872,0.47750865051903113
17,0.6,0.3217993079584775,0.4515570934256055
17,0.6,0.4273356401384083,0.4844290657439446
17,0.6,0.22491349480968859,0.4342560553633218
17,0.6,0.3096885813148789,0.47231833910034604
18,0.6,0.4243827160493827,0.4783950617283951
18,0.6,0.2962962962962963,0.41975308641975306
18,0.6,0.375,0.4567901234567901
18,0.6,0.2638888888888889,0.46296296296296297
18,0.6,0.35648148148148145,0.4089506172839506
19,0.6,0.4279778393351801,0.4709141274238227
19,0.6,0.29085872576177285,0.4293628808864266
19,0.6,0.2894736842105263,0.36426592797783935
19,0.6,0.4099722991689751,0.53601108033241
19,0.6,0.28116343490304707,0.47506925207756234
20,0.6,0.2375,0.3875
20,0.6,0.24625,0.4625
20,0.6,0.30625,0.43375
20,0.6,0.17625,0.43125
20,0.6,0.43125,0.48125
21,0.6,0.3877551020408163,0.4489795918367347
21,0.6,0.29931972789115646,0.35600907029478457
21,0.6,0.3832199546485261,0.4489795918367347
21,0.6,0.2868480725623583,0.36054421768707484
21,0.6,0.29365079365079366,0.31179138321995464
22,0.6,0.30785123966942146,0.41115702479338845
22,0.6,0.0981404958677686,0.2644628099173554
22,0.6,0.29235537190082644,0.4772727272727273
22,0.6,0.3378099173553719,0.34917355371900827
22,0.6,0.3522727272727273,0.4628099173553719
23,0.6,0.42438563327032136,0.5311909262759924
23,0.6,0.3780718336483932,0.42438563327032136
23,0.6,0.17107750472589792,0.3534971644612476
23,0.6,0.2514177693761815,0.4905482041587902
23,0.6,0.3638941398865784,0.42911153119092627
24,0.6,0.3298611111111111,0.4305555555555556
24,0.6,0.265625,0.4166666666666667
24,0.6,0.3420138888888889,0.4079861111111111
24,0.6,0.24479166666666666,0.3072916666666667
24,0.6,0.2630208333333333,0.4071180555555556
25,0.6,0.336,0.3792
25,0.6,0.4264,0.4864
25,0.6,0.308,0.3288
25,0.6,0.2816,0.4752
25,0.6,0.3144,0.3664
26,0.6,0.41642011834319526,0.4334319526627219
26,0.6,0.2744082840236686,0.4504437869822485
26,0.6,0.3276627218934911,0.371301775147929
26,0.6,0.28032544378698226,0.4378698224852071
26,0.6,0.3727810650887574,0.46079881656804733
27,0.6,0.3175582990397805,0.438957475994513
27,0.6,0.2448559670781893,0.4458161865569273
27,0.6,0.27914951989026066,0.3401920438957476
27,0.6,0.4163237311385459,0.4547325102880658
27,0.6,0.3395061728395062,0.49108367626886146
28,0.6,0.44387755102040816,0.44642857142857145
28,0.6,0.21428571428571427,0.3705357142857143
28,0.6,0.2614795918367347,0.4572704081632653
28,0.6,0.3903061224489796,0.4815051020408163
28,0.6,0.39540816326530615,0.4317602040816326
29,0.6,0.1516052318668252,0.43876337693222356
29,0.6,0.34244946492271106,0.441141498216409
29,0.6,0.34720570749108204,0.3549346016646849
29,0.6,0.32461355529131986,0.47919143876337694
29,0.6,0.22473246135552913,0.30261593341260407
30,0.6,0.17555555555555555,0.41833333333333333
30,0.6,0.40444444444444444,0.435
30,0.6,0.30722222222222223,0.4572222222222222
30,0.6,0.3705555555555556,0.4211111111111111
30,0.6,0.21222222222222223,0.5222222222222223
2,0.7,0.5,0.5
2,0.7,0.5,0.5
2,0.7,0.5,0.5
2,0.7,0.5,0.5
2,0.7,0.5,0.5
3,0.7,0.5,0.5555555555555556
3,0.7,0.4444444444444444,0.4444444444444444
3,0.7,0.3333333333333333,0.8333333333333334
3,0.7,0.5,0.6111111111111112
3,0.7,0.3888888888888889,0.5555555555555556
4,0.7,0.4375,0.59375
4,0.7,0.375,0.5
4,0.7,0.5,0.625
4,0.7,0.46875,0.5
4,0.7,0.40625,0.5
5,0.7,0.46,0.46
5,0.7,0.38,0.64
5,0.7,0.4,0.56
5,0.7,0.48,0.6
5,0.7,0.42,0.48
6,0.7,0.4166666666666667,0.5833333333333334
6,0.7,0.4166666666666667,0.5277777777777778
6,0.7,0.4166666666666667,0.4166666666666667
6,0.7,0.4583333333333333,0.4722222222222222
6,0.7,0.3888888888888889,0.4444444444444444
7,0.7,0.336734693877551,0.45918367346938777
7,0.7,0.23469387755102042,0.46938775510204084
7,0.7,0.40816326530612246,0.5714285714285714
7,0.7,0.4897959183673469,0.5714285714285714
7,0.7,0.4489795918367347,0.5204081632653061
8,0.7,0.359375,0.359375
8,0.7,0.4609375,0.4609375
8,0.7,0.34375,0.4140625
8,0.7,0.3828125,0.5
8,0.7,0.328125,0.5
9,0.7,0.4506172839506173,0.47530864197530864
9,0.7,0.48148148148148145,0.48148148148148145
9,0.7,0.3271604938271605,0.5061728395061729
9,0.7,0.4506172839506173,0.46296296296296297
9,0.7,0.3950617283950617,0.3950617283950617
10,0.7,0.36,0.45
10,0.7,0.445,0.445
10,0.7,0.435,0.5
10,0.7,0.425,0.455
10,0.7,0.355,0.45
11,0.7,0.47107438016528924,0.48760330578512395
11,0.7,0.2809917355371901,0.45454545454545453
11,0.7,0.38016528925619836,0.47107438016528924
11,0.7,0.3760330578512397,0.47107438016528924
11,0.7,0.49173553719008267,0.49586776859504134
12,0.7,0.3715277777777778,0.4027777777777778
12,0.7,0.1597222222222222,0.3472222222222222
12,0.7,0.3611111111111111,0.3923611111111111
12,0.7,0.3055555555555556,0.5069444444444444
12,0.7,0.4097222222222222,0.4861111111111111
13,0.7,0.2603550295857988,0.46745562130177515
13,0.7,0.3343195266272189,0.4970414201183432
13,0.7,0.3106508875739645,0.4171597633136095
13,0.7,0.3431952662721893,0.4349112426035503
13,0.7,0.378698224852071,0.4408284023668639
14,0.7,0.18622448979591838,0.46938775510204084
14,0.7,0.3826530612244898,0.4260204081632653
14,0.7,0.3010204081632653,0.36989795918367346
14,0.7,0.461734693877551,0.5255102040816326
14,0.7,0.2066326530612245,0.3622448979591837
15,0.7,0.33111111111111113,0.4222222222222222
15,0.7,0.4288888888888889,0.45555555555555555
15,0.7,0.3844444444444444,0.49777777777777776
15,0.7,0.3488888888888889,0.47333333333333333
15,0.7,0.3688888888888889,0.46444444444444444
16,0.7,0.38671875,0.431640625
16,0.7,0.4296875,0.494140625
16,0.7,0.380859375,0.4140625
16,0.7,0.310546875,0.478515625
16,0.7,0.47265625,0.546875
17,0.7,0.40657439446366783,0.4532871972318339
17,0.7,0.4186851211072664,0.5034602076124568
17,0.7,0.40484429065743943,0.5051903114186851
17,0.7,0.35121107266435986,0.38581314878892736
17,0.7,0.2698961937716263,0.4602076124567474
18,0.7,0.2638888888888889,0.3904320987654321
18,0.7,0.3425925925925926,0.3425925925925926
18,0.7,0.36419753086419754,0.4351851851851852
18,0.7,0.3487654320987654,0.4182098765432099
18,0.7,0.43209876543209874,0.5015432098765432
19,0.7,0.38227146814404434,0.42382271468144045
19,0.7,0.37119113573407203,0.4667590027700831
19,0.7,0.27008310249307477,0.4889196675900277
19,0.7,0.35041551246537395,0.5415512465373962
19,0.7,0.3698060941828255,0.4487534626038781
20,0.7,0.46125,0.46125
20,0.7,0.39,0.46625
20,0.7,0.28125,0.44
20,0.7,0.4125,0.4575
20,0.7,0.3675,0.45
21,0.7,0.4478458049886621,0.46598639455782315
21,0.7,0.2868480725623583,0.41609977324263037
21,0.7,0.3832199546485261,0.42630385487528344
21,0.7,0.15419501133786848,0.23242630385487528
21,0.7,0.12018140589569161,0.49206349206349204
22,0.7,0.14256198347107438,0.45041322314049587
22,0.7,0.34297520661157027,0.47520661157024796
22,0.7,0.3140495867768595,0.48037190082644626
22,0.7,0.19421487603305784,0.47520661157024796
22,0.7,0.32231404958677684,0.4256198347107438
23,0.7,0.27977315689981097,0.40831758034026466
23,0.7,0.31096408317580343,0.3657844990548204
23,0.7,0.3960302457466919,0.4120982986767486
23,0.7,0.27599243856332706,0.4007561436672968
23,0.7,0.2948960302457467,0.3941398865784499
24,0.7,0.19791666666666666,0.2786458333333333
24,0.7,0.3932291666666667,0.4027777777777778
24,0.7,0.3029513888888889,0.4114583333333333
24,0.7,0.2604166666666667,0.4661458333333333
24,0.7,0.3706597222222222,0.5
25,0.7,0.4168,0.4776
25,0.7,0.3872,0.4712
25,0.7,0.412,0.5096
25,0.7,0.372,0.424
25,0.7,0.3256,0.4256
26,0.7,0.17011834319526628,0.36538461538461536
26,0.7,0.25,0.3291420118343195
26,0.7,0.3143491124260355,0.4578402366863905
26,0.7,0.1849112426035503,0.26701183431952663
26,0.7,0.3942307692307692,0.40014792899408286
27,0.7,0.3429355281207133,0.3772290809327846
27,0.7,0.39711934156378603,0.4396433470507545
27,0.7,0.46364883401920437,0.4842249657064472
27,0.7,0.2962962962962963,0.33539094650205764
27,0.7,0.28669410150891633,0.43621399176954734
28,0.7,0.3877551020408163,0.40433673469387754
28,0.7,0.29209183673469385,0.3163265306122449
28,0.7,0.2684948979591837,0.29846938775510207
28,0.7,0.2627551020408163,0.2627551020408163
28,0.7,0.47512755102040816,0.49936224489795916
29,0.7,0.40249702734839476,0.460166468489893
29,0.7,0.34304399524375745,0.4518430439952438
29,0.7,0.3091557669441142,0.37812128418549346
29,0.7,0.17479191438763378,0.44589774078478
29,0.7,0.30439952437574314,0.4661117717003567
30,0.7,0.3438888888888889,0.465
30,0.7,0.31444444444444447,0.41333333333333333
30,0.7,0.3561111111111111,0.3655555555555556
30,0.7,0.31333333333333335,0.31777777777777777
30,0.7,0.2238888888888889,0.38722222222222225
2,0.8,0.5,0.5
2,0.8,0.5,0.5
2,0.8,0.5,0.5
2,0.8,0.5,0.5
2,0.8,0.5,0.5
3,0.8,0.3888888888888889,0.6111111111111112
3,0.8,0.3333333333333333,0.5
3,0.8,0.3333333333333333,0.3333333333333333
3,0.8,0.5,0.7777777777777778
3,0.8,0.3888888888888889,0.6111111111111112
4,0.8,0.4375,0.625
4,0.8,0.4375,0.625
4,0.8,0.375,0.46875
4,0.8,0.53125,0.5625
4,0.8,0.46875,0.59375
5,0.8,0.5,0.5
5,0.8,0.4,0.46
5,0.8,0.4,0.42
5,0.8,0.46,0.56
5,0.8,0.4,0.52
6,0.8,0.375,0.375
6,0.8,0.375,0.6111111111111112
6,0.8,0.3333333333333333,0.4722222222222222
6,0.8,0.4583333333333333,0.5277777777777778
6,0.8,0.3888888888888889,0.3888888888888889
7,0.8,0.3469387755102041,0.5102040816326531
7,0.8,0.24489795918367346,0.4489795918367347
7,0.8,0.3163265306122449,0.40816326530612246
7,0.8,0.37755102040816324,0.37755102040816324
7,0.8,0.4489795918367347,0.47959183673469385
8,0.8,0.453125,0.5390625
8,0.8,0.5078125,0.59375
8,0.8,0.3359375,0.5390625
8,0.8,0.3984375,0.4453125
8,0.8,0.34375,0.515625
9,0.8,0.2839506172839506,0.5
9,0.8,0.4691358024691358,0.5555555555555556
9,0.8,0.3950617283950617,0.4691358024691358
9,0.8,0.4506172839506173,0.4506172839506173
9,0.8,0.4382716049382716,0.5061728395061729
10,0.8,0.445,0.465
10,0.8,0.255,0.515
10,0.8,0.4,0.45
10,0.8,0.4,0.505
10,0.8,0.43,0.435
11,0.8,0.1652892561983471,0.40082644628099173
11,0.8,0.34297520661157027,0.5661157024793388
11,0.8,0.36363636363636365,0.49173553719008267
11,0.8,0.38016528925619836,0.45867768595041325
11,0.8,0.45454545454545453,0.4834710743801653
12,0.8,0.3159722222222222,0.5347222222222222
12,0.8,0.2152777777777778,0.2673611111111111
12,0.8,0.46875,0.46875
12,0.8,0.4201388888888889,0.4791666666666667
12,0.8,0.3333333333333333,0.4722222222222222
13,0.8,0.47041420118343197,0.5207100591715976
13,0.8,0.3254437869822485,0.4556213017751479
13,0.8,0.35798816568047337,0.48520710059171596
13,0.8,0.38461538461538464,0.4881656804733728
13,0.8,0.41420118343195267,0.5059171597633136
14,0.8,0.42091836734693877,0.4387755102040816
14,0.8,0.1377551020408163,0.32908163265306123
14,0.8,0.2780612244897959,0.37755102040816324
14,0.8,0.40561224489795916,0.5102040816326531
14,0.8,0.45153061224489793,0.45153061224489793
15,0.8,0.34,0.5111111111111111
15,0.8,0.18888888888888888,0.45555555555555555
15,0.8,0.3711111111111111,0.45555555555555555
15,0.8,0.3244444444444444,0.4488888888888889
15,0.8,0.2777777777777778,0.43777777777777777
16,0.8,0.251953125,0.455078125
16,0.8,0.384765625,0.39453125
16,0.8,0.271484375,0.271484375
16,0.8,0.2890625,0.46484375
16,0.8,0.423828125,0.4375
17,0.8,0.4273356401384083,0.46366782006920415
17,0.8,0.38408304498269896,0.43944636678200694
17,0.8,0.43771626297577854,0.43771626297577854
17,0.8,0.29238754325259514,0.39792387543252594
17,0.8,0.46366782006920415,0.4844290657439446
18,0.8,0.3734567901234568,0.4243827160493827
18,0.8,0.279320987654321,0.4799382716049383
18,0.8,0.39969135802469136,0.4166666666666667
18,0.8,0.4398148148148148,0.4398148148148148
18,0.8,0.4212962962962963,0.42746913580246915
19,0.8,0.4279778393351801,0.4279778393351801
19,0.8,0.3739612188365651,0.4362880886426593
19,0.8,0.3698060941828255,0.3975069252077562
19,0.8,0.40581717451523547,0.48476454293628807
19,0.8,0.29362880886426596,0.3684210526315789
20,0.8,0.4075,0.45375
20,0.8,0.365,0.42375
20,0.8,0.315,0.43625
20,0.8,0.355,0.36625
20,0.8,0.3825,0.3975
21,0.8,0.3435374149659864,0.481859410430839
21,0.8,0.4376417233560091,0.45351473922902497
21,0.8,0.47278911564625853,0.47278911564625853
21,0.8,0.23582766439909297,0.2687074829931973
21,0.8,0.40816326530612246,0.4421768707482993
22,0.8,0.45454545454545453,0.46487603305785125
22,0.8,0.3378099173553719,0.37913223140495866
22,0.8,0.265495867768595,0.3822314049586777
22,0.8,0.3274793388429752,0.4989669421487603
22,0.8,0.265495867768595,0.3584710743801653
23,0.8,0.29867674858223064,0.558601134215501
23,0.8,0.3497164461247637,0.4962192816635161
23,0.8,0.15217391304347827,0.2495274102079395
23,0.8,0.31190926275992437,0.45841209829867674
23,0.8,0.27977315689981097,0.44045368620037806
24,0.8,0.3142361111111111,0.4401041666666667
24,0.8,0.3619791666666667,0.390625
24,0.8,0.3732638888888889,0.4201388888888889
24,0.8,0.2786458333333333,0.4192708333333333
24,0.8,0.4453125,0.4635416666666667
25,0.8,0.1792,0.4224
25,0.8,0.4032,0.4624
25,0.8,0.3864,0.4032
25,0.8,0.4104,0.4824
25,0.8,0.264,0.2984
26,0.8,0.40902366863905326,0.4378698224852071
26,0.8,0.3905325443786982,0.4193786982248521
26,0.8,0.3099112426035503,0.4238165680473373
26,0.8,0.20044378698224852,0.3698224852071006
26,0.8,0.34467455621301774,0.4386094674556213
27,0.8,0.12551440329218108,0.48148148148148145
27,0.8,0.27983539094650206,0.41358024691358025
27,0.8,0.2345679012345679,0.3045267489711934
27,0.8,0.35665294924554186,0.42112482853223593
27,0.8,0.2654320987654321,0.355281207133059
28,0.8,0.30612244897959184,0.4119897959183674
28,0.8,0.37308673469387754,0.43813775510204084
28,0.8,0.34375,0.47767857142857145
28,0.8,0.34885204081632654,0.4362244897959184
28,0.8,0.29528061224489793,0.36543367346938777
29,0.8,0.40309155766944116,0.4393579072532699
29,0.8,0.30618311533888226,0.32936979785969084
29,0.8,0.2318668252080856,0.41319857312722946
29,0.8,0.20332936979785968,0.3858501783590963
29,0.8,0.37217598097502974,0.46730083234244946
30,0.8,0.25555555555555554,0.37777777777777777
30,0.8,0.33055555555555555,0.3333333333333333
30,0.8,0.315,0.43777777777777777
30,0.8,0.3283333333333333,0.3322222222222222
30,0.8,0.22611111111111112,0.39666666666666667
2,0.9,0.5,0.5
2,0.9,0.5,0.5
2,0.9,0.5,0.5
2,0.9,0.5,0.5
2,0.9,0.5,0.5
3,0.9,0.2777777777777778,0.5555555555555556
3,0.9,0.5,0.5
3,0.9,0.4444444444444444,0.5
3,0.9,0.3888888888888889,0.6111111111111112
3,0.9,0.4444444444444444,0.5
4,0.9,0.5,0.5
4,0.9,0.40625,0.5
4,0.9,0.40625,0.5
4,0.9,0.4375,0.4375
4,0.9,0.5,0.5625
5,0.9,0.48,0.56
5,0.9,0.46,0.5
5,0.9,0.42,0.56
5,0.9,0.5,0.54
5,0.9,0.44,0.5
6,0.9,0.4444444444444444,0.5277777777777778
6,0.9,0.4305555555555556,0.4305555555555556
6,0.9,0.19444444444444445,0.5694444444444444
6,0.9,0.4027777777777778,0.5138888888888888
6,0.9,0.4444444444444444,0.4722222222222222
7,0.9,0.47959183673469385,0.5510204081632653
7,0.9,0.4489795918367347,0.5510204081632653
7,0.9,0.47959183673469385,0.5204081632653061
7,0.9,0.29591836734693877,0.29591836734693877
7,0.9,0.42857142857142855,0.45918367346938777
8,0.9,0.421875,0.4296875
8,0.9,0.3359375,0.484375
8,0.9,0.3125,0.4375
8,0.9,0.2734375,0.34375
8,0.9,0.453125,0.6328125
9,0.9,0.3765432098765432,0.43209876543209874
9,0.9,0.47530864197530864,0.5
9,0.9,0.4876543209876543,0.5
9,0.9,0.42592592592592593,0.6049382716049383
9,0.9,0.30246913580246915,0.42592592592592593
10,0.9,0.34,0.405
10,0.9,0.25,0.445
10,0.9,0.41,0.43
10,0.9,0.45,0.495
10,0.9,0.35,0.375
11,0.9,0.43388429752066116,0.45041322314049587
11,0.9,0.4793388429752066,0.5247933884297521
11,0.9,0.3347107438016529,0.3760330578512397
11,0.9,0.11570247933884298,0.4380165289256198
11,0.9,0.47520661157024796,0.47520661157024796
12,0.9,0.3402777777777778,0.4479166666666667
12,0.9,0.2708333333333333,0.4236111111111111
12,0.9,0.4340277777777778,0.5069444444444444
12,0.9,0.4965277777777778,0.4965277777777778
12,0.9,0.3576388888888889,0.4548611111111111
13,0.9,0.4349112426035503,0.4437869822485207
13,0.9,0.25443786982248523,0.5502958579881657
13,0.9,0.2988165680473373,0.4408284023668639
13,0.9,0.40828402366863903,0.4289940828402367
13,0.9,0.3609467455621302,0.3609467455621302
14,0.9,0.42346938775510207,0.4642857142857143
14,0.9,0.18877551020408162,0.3137755102040816
14,0.9,0.35714285714285715,0.4642857142857143
14,0.9,0.3826530612244898,0.4846938775510204
14,0.9,0.3596938775510204,0.5102040816326531
15,0.9,0.30666666666666664,0.45555555555555555
15,0.9,0.40444444444444444,0.4444444444444444
15,0.9,0.41555555555555557,0.43333333333333335
15,0.9,0.22444444444444445,0.3977777777777778
15,0.9,0.38222222222222224,0.42
16,0.9,0.40625,0.48828125
16,0.9,0.224609375,0.357421875
16,0.9,0.30078125,0.361328125
16,0.9,0.341796875,0.392578125
16,0.9,0.24609375,0.408203125
17,0.9,0.3546712802768166,0.43771626297577854
17,0.9,0.39965397923875434,0.42387543252595156
17,0.9,0.43252595155709345,0.46366782006920415
17,0.9,0.4100346020761246,0.4688581314878893
17,0.9,0.24740484429065743,0.46539792387543255
18,0.9,0.4583333333333333,0.5478395061728395
18,0.9,0.44290123456790126,0.46141975308641975
18,0.9,0.4521604938271605,0.4799382716049383
18,0.9,0.2962962962962963,0.4166666666666667
18,0.9,0.37037037037037035,0.5679012345679012
19,0.9,0.22022160664819945,0.3365650969529086
19,0.9,0.18975069252077562,0.4113573407202216
19,0.9,0.3878116343490305,0.4362880886426593
19,0.9,0.43213296398891965,0.4556786703601108
19,0.9,0.14681440443213298,0.33933518005540164
20,0.9,0.32625,0.45875
20,0.9,0.175,0.4575
20,0.9,0.45,0.46
20,0.9,0.37375,0.44375
20,0.9,0.32625,0.51625
21,0.9,0.4365079365079365,0.4410430839002268
21,0.9,0.29365079365079366,0.3469387755102041
21,0.9,0.272108843537415,0.4671201814058957
21,0.9,0.3287981859410431,0.47165532879818595
21,0.9,0.4342403628117914,0.5226757369614512
22,0.9,0.253099173553719,0.44731404958677684
22,0.9,0.19111570247933884,0.21074380165289255
22,0.9,0.378099173553719,0.44008264462809915
22,0.9,0.4059917355371901,0.43285123966942146
22,0.9,0.3822314049586777,0.46384297520661155
23,0.9,0.46880907372400754,0.4706994328922495
23,0.9,0.3988657844990548,0.5198487712665406
23,0.9,0.43194706994328924,0.44801512287334594
23,0.9,0.20226843100189035,0.43005671077504726
23,0.9,0.3223062381852552,0.43100189035916825
24,0.9,0.3975694444444444,0.4097222222222222
24,0.9,0.4314236111111111,0.4678819444444444
24,0.9,0.3298611111111111,0.4774305555555556
24,0.9,0.21006944444444445,0.4487847222222222
24,0.9,0.28125,0.3689236111111111
25,0.9,0.3152,0.352
25,0.9,0.3424,0.356
25,0.9,0.3008,0.3984
25,0.9,0.2944,0.4456
25,0.9,0.38,0.3944
26,0.9,0.3047337278106509,0.38979289940828404
26,0.9,0.3121301775147929,0.4208579881656805
26,0.9,0.3150887573964497,0.41420118343195267
26,0.9,0.39201183431952663,0.4408284023668639
26,0.9,0.1220414201183432,0.3875739644970414
27,0.9,0.17078189300411523,0.43621399176954734
27,0.9,0.35939643347050754,0.3669410150891632
27,0.9,0.36899862825788754,0.4718792866941015
27,0.9,0.3292181069958848,0.38545953360768176
27,0.9,0.38820301783264743,0.49588477366255146
28,0.9,0.4107142857142857,0.46811224489795916
28,0.9,0.39668367346938777,0.5012755102040817
28,0.9,0.36862244897959184,0.4260204081632653
28,0.9,0.3647959183673469,0.4094387755102041
28,0.9,0.37563775510204084,0.4802295918367347
29,0.9,0.33828775267538647,0.3460166468489893
29,0.9,0.24554102259215219,0.28715814506539833
29,0.9,0.37158145065398335,0.43162901307966706
29,0.9,0.3626634958382878,0.3912009512485137
29,0.9,0.410820451843044,0.460166468489893
30,0.9,0.4255555555555556,0.4711111111111111
30,0.9,0.4211111111111111,0.42777777777777776
30,0.9,0.41333333333333333,0.4338888888888889
30,0.9,0.32555555555555554,0.39055555555555554
30,0.9,0.3688888888888889,0.38555555555555554
2,1.0,0.5,0.5
2,1.0,0.5,0.5
2,1.0,0.5,0.5
2,1.0,0.5,0.5
2,1.0,0.5,0.5
3,1.0,0.4444444444444444,0.5
3,1.0,0.3888888888888889,0.5555555555555556
